name,state_name,state_id,id
Kabupaten Sidenreng Rappang,Sulawesi Selatan,1795,56628
Kabupaten Sinjai,Sulawesi Selatan,1795,56635
Kabupaten Soppeng,Sulawesi Selatan,1795,56640
Kabupaten Takalar,Sulawesi Selatan,1795,56659
Kabupaten Tana Toraja,Sulawesi Selatan,1795,56662
Kabupaten Toraja Utara,Sulawesi Selatan,1795,56684
Kabupaten Wajo,Sulawesi Selatan,1795,56689
Kota Makassar,Sulawesi Selatan,1795,56766
Kota Palopo,Sulawesi Selatan,1795,56779
Kota Parepare,Sulawesi Selatan,1795,56782
Makassar,Sulawesi Selatan,1795,56855
Maros,Sulawesi Selatan,1795,56863
Palopo,Sulawesi Selatan,1795,56900
Parepare,Sulawesi Selatan,1795,56916
Rantepao,Sulawesi Selatan,1795,56952
Selayar Islands Regency,Sulawesi Selatan,1795,56963
Sengkang,Sulawesi Selatan,1795,56967
Sinjai,Sulawesi Selatan,1795,56985
Watampone,Sulawesi Selatan,1795,57052
Kabupaten Banggai,Sulawesi Tengah,1813,56326
Kabupaten Banggai Kepulauan,Sulawesi Tengah,1813,56327
Kabupaten Banggai Laut,Sulawesi Tengah,1813,56328
Kabupaten Buol,Sulawesi Tengah,1813,56383
Kabupaten Donggala,Sulawesi Tengah,1813,56401
Kabupaten Morowali Utara,Sulawesi Tengah,1813,56541
Kabupaten Parigi Moutong,Sulawesi Tengah,1813,56578
Kabupaten Poso,Sulawesi Tengah,1813,56598
Kabupaten Sigi,Sulawesi Tengah,1813,56630
Kabupaten Toli-Toli,Sulawesi Tengah,1813,56682
Kota Palu,Sulawesi Tengah,1813,56780
Luwuk,Sulawesi Tengah,1813,56849
Morowali Regency,Sulawesi Tengah,1813,56876
Palu,Sulawesi Tengah,1813,56901
Poso,Sulawesi Tengah,1813,56937
Tojo Una-Una Regency,Sulawesi Tengah,1813,57034
Kabupaten Bombana,Sulawesi Tenggara,1796,56372
Kabupaten Buton,Sulawesi Tenggara,1796,56386
Kabupaten Buton Selatan,Sulawesi Tenggara,1796,56387
Kabupaten Buton Tengah,Sulawesi Tenggara,1796,56388
Kabupaten Buton Utara,Sulawesi Tenggara,1796,56389
Kabupaten Kolaka,Sulawesi Tenggara,1796,56461
Kabupaten Kolaka Timur,Sulawesi Tenggara,1796,56462
Kabupaten Kolaka Utara,Sulawesi Tenggara,1796,56463
Kabupaten Konawe,Sulawesi Tenggara,1796,56464
Kabupaten Konawe Kepulauan,Sulawesi Tenggara,1796,56465
Kabupaten Konawe Selatan,Sulawesi Tenggara,1796,56466
Kabupaten Konawe Utara,Sulawesi Tenggara,1796,56467
Kabupaten Muna,Sulawesi Tenggara,1796,56545
Kabupaten Muna Barat,Sulawesi Tenggara,1796,56546
Katabu,Sulawesi Tenggara,1796,56703
Kendari,Sulawesi Tenggara,1796,56712
Kota Baubau,Sulawesi Tenggara,1796,56737
Kota Kendari,Sulawesi Tenggara,1796,56758
Wakatobi Regency,Sulawesi Tenggara,1796,57049
Kabupaten Bolaang Mongondow,Sulawesi Utara,1808,56368
Kabupaten Bolaang Mongondow Selatan,Sulawesi Utara,1808,56369
Kabupaten Bolaang Mongondow Timur,Sulawesi Utara,1808,56370
Kabupaten Bolaang Mongondow Utara,Sulawesi Utara,1808,56371
Kabupaten Kepulauan Sangihe,Sulawesi Utara,1808,56454
Kabupaten Kepulauan Talaud,Sulawesi Utara,1808,56456
Kabupaten Minahasa,Sulawesi Utara,1808,56536
Kabupaten Minahasa Selatan,Sulawesi Utara,1808,56537
Kabupaten Minahasa Tenggara,Sulawesi Utara,1808,56538
Kabupaten Minahasa Utara,Sulawesi Utara,1808,56539
Kabupaten Siau Tagulandang Biaro,Sulawesi Utara,1808,56627
Kota Bitung,Sulawesi Utara,1808,56742
Kota Kotamobagu,Sulawesi Utara,1808,56759
Kota Manado,Sulawesi Utara,1808,56768
Kota Tomohon,Sulawesi Utara,1808,56814
"Laikit, Laikit II (Dimembe)",Sulawesi Utara,1808,56835
Manado,Sulawesi Utara,1808,56858
Tomohon,Sulawesi Utara,1808,57035
Tondano,Sulawesi Utara,1808,57037
Bukittinggi,Sumatera Barat,1828,56234
Kabupaten Agam,Sumatera Barat,1828,56318
Kabupaten Dharmasraya,Sumatera Barat,1828,56398
Kabupaten Kepulauan Mentawai,Sumatera Barat,1828,56452
Kabupaten Lima Puluh Kota,Sumatera Barat,1828,56494
Kabupaten Padang Pariaman,Sumatera Barat,1828,56571
Kabupaten Pasaman,Sumatera Barat,1828,56579
Kabupaten Pasaman Barat,Sumatera Barat,1828,56580
Kabupaten Pesisir Selatan,Sumatera Barat,1828,56592
Kabupaten Sijunjung,Sumatera Barat,1828,56631
Kabupaten Solok,Sumatera Barat,1828,56638
Kabupaten Solok Selatan,Sumatera Barat,1828,56639
Kabupaten Tanah Datar,Sumatera Barat,1828,56664
Kota Bukittinggi,Sumatera Barat,1828,56746
Kota Padang,Sumatera Barat,1828,56773
Kota Padang Panjang,Sumatera Barat,1828,56774
Kota Pariaman,Sumatera Barat,1828,56783
Kota Payakumbuh,Sumatera Barat,1828,56785
Kota Sawah Lunto,Sumatera Barat,1828,56794
Kota Solok,Sumatera Barat,1828,56798
Padang,Sumatera Barat,1828,56893
Pariaman,Sumatera Barat,1828,56917
Payakumbuh,Sumatera Barat,1828,56923
Sijunjung,Sumatera Barat,1828,56977
Solok,Sumatera Barat,1828,56993
Baturaja,Sumatera Selatan,1816,56212
Kabupaten Empat Lawang,Sumatera Selatan,1816,56402
Kabupaten Muara Enim,Sumatera Selatan,1816,56542
Kabupaten Musi Banyuasin,Sumatera Selatan,1816,56548
Kabupaten Musi Rawas,Sumatera Selatan,1816,56549
Kabupaten Musi Rawas Utara,Sumatera Selatan,1816,56550
Kabupaten Ogan Ilir,Sumatera Selatan,1816,56563
Kabupaten Ogan Komering Ilir,Sumatera Selatan,1816,56564
Kabupaten Ogan Komering Ulu,Sumatera Selatan,1816,56565
Kabupaten Ogan Komering Ulu Selatan,Sumatera Selatan,1816,56566
Kabupaten Ogan Komering Ulu Timur,Sumatera Selatan,1816,56567
Kabupaten Penukal Abab Lematang Ilir,Sumatera Selatan,1816,56589
Kota Lubuklinggau,Sumatera Selatan,1816,56763
Kota Pagar Alam,Sumatera Selatan,1816,56776
Kota Palembang,Sumatera Selatan,1816,56778
Kota Prabumulih,Sumatera Selatan,1816,56789
Lahat,Sumatera Selatan,1816,56833
Lahat Regency,Sumatera Selatan,1816,56834
Lubuklinggau,Sumatera Selatan,1816,56847
Pagar Alam,Sumatera Selatan,1816,56895
Palembang,Sumatera Selatan,1816,56898
Prabumulih,Sumatera Selatan,1816,56939
Tanjungagung,Sumatera Selatan,1816,57020
Ambarita,Sumatera Utara,1792,56177
Bandar,Sumatera Utara,1792,56194
Belawan,Sumatera Utara,1792,56216
Berastagi,Sumatera Utara,1792,56218
Binjai,Sumatera Utara,1792,56222
Deli Tua,Sumatera Utara,1792,56261
Gunungsitoli,Sumatera Utara,1792,56290
Kabanjahe,Sumatera Utara,1792,56306
Kabupaten Asahan,Sumatera Utara,1792,56320
Kabupaten Batu Bara,Sumatera Utara,1792,56348
Kabupaten Dairi,Sumatera Utara,1792,56394
Kabupaten Deli Serdang,Sumatera Utara,1792,56396
Kabupaten Humbang Hasundutan,Sumatera Utara,1792,56423
Kabupaten Karo,Sumatera Utara,1792,56442
Kabupaten Labuhan Batu,Sumatera Utara,1792,56479
Kabupaten Labuhan Batu Selatan,Sumatera Utara,1792,56480
Kabupaten Labuhan Batu Utara,Sumatera Utara,1792,56481
Kabupaten Langkat,Sumatera Utara,1792,56489
Kabupaten Mandailing Natal,Sumatera Utara,1792,56523
Kabupaten Nias,Sumatera Utara,1792,56559
Kabupaten Nias Barat,Sumatera Utara,1792,56560
Kabupaten Nias Utara,Sumatera Utara,1792,56561
Kabupaten Padang Lawas,Sumatera Utara,1792,56569
Kabupaten Padang Lawas Utara,Sumatera Utara,1792,56570
Kabupaten Pakpak Bharat,Sumatera Utara,1792,56572
Kabupaten Samosir,Sumatera Utara,1792,56615
Kabupaten Serdang Bedagai,Sumatera Utara,1792,56624
Kabupaten Simalungun,Sumatera Utara,1792,56633
Kabupaten Tapanuli Selatan,Sumatera Utara,1792,56670
Kabupaten Tapanuli Tengah,Sumatera Utara,1792,56671
Kabupaten Tapanuli Utara,Sumatera Utara,1792,56672
Kisaran,Sumatera Utara,1792,56717
Kota Binjai,Sumatera Utara,1792,56741
Kota Gunungsitoli,Sumatera Utara,1792,56754
Kota Medan,Sumatera Utara,1792,56770
Kota Padangsidimpuan,Sumatera Utara,1792,56775
Kota Pematang Siantar,Sumatera Utara,1792,56788
Kota Sibolga,Sumatera Utara,1792,56797
Kota Tanjung Balai,Sumatera Utara,1792,56807
Kota Tebing Tinggi,Sumatera Utara,1792,56810
Labuhan Deli,Sumatera Utara,1792,56832
Medan,Sumatera Utara,1792,56867
Padangsidempuan,Sumatera Utara,1792,56894
Pangkalan Brandan,Sumatera Utara,1792,56910
Parapat,Sumatera Utara,1792,56914
Pekan Bahapal,Sumatera Utara,1792,56926
Pematangsiantar,Sumatera Utara,1792,56930
Perbaungan,Sumatera Utara,1792,56932
Percut,Sumatera Utara,1792,56933
Rantauprapat,Sumatera Utara,1792,56951
Sibolga,Sumatera Utara,1792,56973
Stabat,Sumatera Utara,1792,57000
Sunggal,Sumatera Utara,1792,57010
Tanjungbalai,Sumatera Utara,1792,57021
Tanjungtiram,Sumatera Utara,1792,57022
Tebingtinggi,Sumatera Utara,1792,57027
Teluk Nibung,Sumatera Utara,1792,57029
Tomok Bolon,Sumatera Utara,1792,57036
Tongging,Sumatera Utara,1792,57038
Tuktuk Sonak,Sumatera Utara,1792,57043
