,subdivision_id,division_id,name,local_name
224,56176,10,Ambarawa,Ambarawa
225,56186,10,Baekrajan,Baekrajan
226,56187,10,Baki,Baki
227,56189,10,Balapulang,Balapulang
228,56205,10,Banyumas,Banyumas
229,56209,10,Batang,Batang
230,56211,10,Baturaden,Baturaden
231,56225,10,Blora,Blora
232,56230,10,Boyolali,Boyolali
233,56232,10,Buaran,Buaran
234,56235,10,Bulakamba,Bulakamba
235,56236,10,Candi Prambanan,Candi Prambanan
236,56238,10,Ceper,Ceper
237,56239,10,Cepu,Cepu
238,56255,10,Colomadu,Colomadu
239,56256,10,Comal,Comal
240,56260,10,Delanggu,Delanggu
241,56262,10,Demak,Demak
242,56269,10,Dukuhturi,Dukuhturi
243,56277,10,Gatak,Gatak
244,56278,10,Gebog,Gebog
245,56283,10,Gombong,Gombong
246,56288,10,Grogol,Grogol
247,56289,10,Gunung Kendil,Gunung Kendil
248,56295,10,Jaten,Jaten
249,56297,10,Jatiroto,Jatiroto
250,56300,10,Jekulo,Jekulo
251,56303,10,Jogonalan,Jogonalan
252,56305,10,Juwana,Juwana
253,56336,10,Kabupaten Banjarnegara,Kabupaten Banjarnegara
254,56339,10,Kabupaten Banyumas,Kabupaten Banyumas
255,56346,10,Kabupaten Batang,Kabupaten Batang
256,56364,10,Kabupaten Blora,Kabupaten Blora
257,56377,10,Kabupaten Boyolali,Kabupaten Boyolali
258,56378,10,Kabupaten Brebes,Kabupaten Brebes
259,56392,10,Kabupaten Cilacap,Kabupaten Cilacap
260,56397,10,Kabupaten Demak,Kabupaten Demak
261,56413,10,Kabupaten Grobogan,Kabupaten Grobogan
262,56433,10,Kabupaten Jepara,Kabupaten Jepara
263,56439,10,Kabupaten Karanganyar,Kabupaten Karanganyar
264,56445,10,Kabupaten Kebumen,Kabupaten Kebumen
265,56448,10,Kabupaten Kendal,Kabupaten Kendal
266,56459,10,Kabupaten Klaten,Kabupaten Klaten
267,56472,10,Kabupaten Kudus,Kabupaten Kudus
268,56505,10,Kabupaten Magelang,Kabupaten Magelang
269,56583,10,Kabupaten Pati,Kabupaten Pati
270,56585,10,Kabupaten Pekalongan,Kabupaten Pekalongan
271,56587,10,Kabupaten Pemalang,Kabupaten Pemalang
272,56605,10,Kabupaten Purbalingga,Kabupaten Purbalingga
273,56607,10,Kabupaten Purworejo,Kabupaten Purworejo
274,56610,10,Kabupaten Rembang,Kabupaten Rembang
275,56620,10,Kabupaten Semarang,Kabupaten Semarang
276,56643,10,Kabupaten Sragen,Kabupaten Sragen
277,56647,10,Kabupaten Sukoharjo,Kabupaten Sukoharjo
278,56676,10,Kabupaten Tegal,Kabupaten Tegal
279,56679,10,Kabupaten Temanggung,Kabupaten Temanggung
280,56692,10,Kabupaten Wonogiri,Kabupaten Wonogiri
281,56693,10,Kabupaten Wonosobo,Kabupaten Wonosobo
282,56699,10,Karanganom,Karanganom
283,56701,10,Kartasura,Kartasura
284,56706,10,Kebonarun,Kebonarun
285,56709,10,Kedungwuni,Kedungwuni
286,56715,10,Ketanggungan,Ketanggungan
287,56719,10,Klaten,Klaten
288,56765,10,Kota Magelang,Kota Magelang
289,56786,10,Kota Pekalongan,Kota Pekalongan
290,56792,10,Kota Salatiga,Kota Salatiga
291,56795,10,Kota Semarang,Kota Semarang
292,56804,10,Kota Surakarta,Kota Surakarta
293,56811,10,Kota Tegal,Kota Tegal
294,56821,10,Kroya,Kroya
295,56824,10,Kudus,Kudus
296,56828,10,Kutoarjo,Kutoarjo
297,56838,10,Lasem,Lasem
298,56840,10,Lebaksiu,Lebaksiu
299,56851,10,Magelang,Magelang
300,56853,10,Majenang,Majenang
301,56862,10,Margasari,Margasari
302,56870,10,Mertoyudan,Mertoyudan
303,56873,10,Mlonggo,Mlonggo
304,56877,10,Mranggen,Mranggen
305,56880,10,Muntilan,Muntilan
306,56887,10,Ngemplak,Ngemplak
307,56922,10,Pati,Pati
308,56924,10,Pecangaan,Pecangaan
309,56925,10,Pekalongan,Pekalongan
310,56929,10,Pemalang,Pemalang
311,56944,10,Purbalingga,Purbalingga
312,56946,10,Purwodadi,Purwodadi
313,56947,10,Purwokerto,Purwokerto
314,56949,10,Randudongkal,Randudongkal
315,56953,10,Rembangan,Rembangan
316,56958,10,Salatiga,Salatiga
317,56964,10,Selogiri,Selogiri
318,56965,10,Semarang,Semarang
319,56974,10,Sidareja,Sidareja
320,56987,10,Slawi,Slawi
321,56991,10,Sokaraja,Sokaraja
322,56997,10,Sragen,Sragen
323,57012,10,Surakarta,Surakarta
324,57024,10,Tarub,Tarub
325,57026,10,Tayu,Tayu
326,57028,10,Tegal,Tegal
327,57040,10,Trucuk,Trucuk
328,57047,10,Ungaran,Ungaran
329,57051,10,Wangon,Wangon
330,57053,10,Wedi,Wedi
331,57054,10,Welahan,Welahan
332,57055,10,Weleri,Weleri
333,57057,10,Wiradesa,Wiradesa
334,57059,10,Wonopringgo,Wonopringgo
335,57060,10,Wonosobo,Wonosobo
336,56185,11,Babat,Babat
337,56191,11,Balung,Balung
338,56197,11,Bangil,Bangil
339,56198,11,Bangkalan,Bangkalan
340,56206,11,Banyuwangi,Banyuwangi
341,56210,11,Batu,Batu
342,56219,11,Besuki,Besuki
343,56224,11,Blitar,Blitar
344,56227,11,Bojonegoro,Bojonegoro
345,56228,11,Bondowoso,Bondowoso
346,56231,11,Boyolangu,Boyolangu
347,56233,11,Buduran,Buduran
348,56259,11,Dampit,Dampit
349,56266,11,Diwek,Diwek
350,56268,11,Driyorejo,Driyorejo
351,56274,11,Gambiran Satu,Gambiran Satu
352,56275,11,Gampengrejo,Gampengrejo
353,56279,11,Gedangan,Gedangan
354,56280,11,Genteng,Genteng
355,56284,11,Gongdanglegi Kulon,Gongdanglegi Kulon
356,56286,11,Gresik,Gresik
357,56287,11,Gresik Regency,Gresik Regency
358,56301,11,Jember,Jember
359,56304,11,Jombang,Jombang
360,56333,11,Kabupaten Bangkalan,Kabupaten Bangkalan
361,56340,11,Kabupaten Banyuwangi,Kabupaten Banyuwangi
362,56363,11,Kabupaten Blitar,Kabupaten Blitar
363,56367,11,Kabupaten Bojonegoro,Kabupaten Bojonegoro
364,56373,11,Kabupaten Bondowoso,Kabupaten Bondowoso
365,56430,11,Kabupaten Jember,Kabupaten Jember
366,56434,11,Kabupaten Jombang,Kabupaten Jombang
367,56446,11,Kabupaten Kediri,Kabupaten Kediri
368,56483,11,Kabupaten Lamongan,Kabupaten Lamongan
369,56500,11,Kabupaten Lumajang,Kabupaten Lumajang
370,56504,11,Kabupaten Madiun,Kabupaten Madiun
371,56506,11,Kabupaten Magetan,Kabupaten Magetan
372,56511,11,Kabupaten Malang,Kabupaten Malang
373,56540,11,Kabupaten Mojokerto,Kabupaten Mojokerto
374,56557,11,Kabupaten Nganjuk,Kabupaten Nganjuk
375,56558,11,Kabupaten Ngawi,Kabupaten Ngawi
376,56568,11,Kabupaten Pacitan,Kabupaten Pacitan
377,56573,11,Kabupaten Pamekasan,Kabupaten Pamekasan
378,56582,11,Kabupaten Pasuruan,Kabupaten Pasuruan
379,56597,11,Kabupaten Ponorogo,Kabupaten Ponorogo
380,56600,11,Kabupaten Probolinggo,Kabupaten Probolinggo
381,56616,11,Kabupaten Sampang,Kabupaten Sampang
382,56629,11,Kabupaten Sidoarjo,Kabupaten Sidoarjo
383,56636,11,Kabupaten Situbondo,Kabupaten Situbondo
384,56655,11,Kabupaten Sumenep,Kabupaten Sumenep
385,56685,11,Kabupaten Trenggalek,Kabupaten Trenggalek
386,56686,11,Kabupaten Tuban,Kabupaten Tuban
387,56688,11,Kabupaten Tulungagung,Kabupaten Tulungagung
388,56696,11,Kalianget,Kalianget
389,56697,11,Kamal,Kamal
390,56705,11,Kebomas,Kebomas
391,56707,11,Kediri,Kediri
392,56708,11,Kedungwaru,Kedungwaru
393,56711,11,Kencong,Kencong
394,56713,11,Kepanjen,Kepanjen
395,56714,11,Kertosono,Kertosono
396,56736,11,Kota Batu,Kota Batu
397,56743,11,Kota Blitar,Kota Blitar
398,56757,11,Kota Kediri,Kota Kediri
399,56764,11,Kota Madiun,Kota Madiun
400,56767,11,Kota Malang,Kota Malang
401,56772,11,Kota Mojokerto,Kota Mojokerto
402,56784,11,Kota Pasuruan,Kota Pasuruan
403,56790,11,Kota Probolinggo,Kota Probolinggo
404,56803,11,Kota Surabaya,Kota Surabaya
405,56818,11,Kraksaan,Kraksaan
406,56820,11,Krian,Krian
407,56836,11,Lamongan,Lamongan
408,56839,11,Lawang,Lawang
409,56848,11,Lumajang,Lumajang
410,56850,11,Madiun,Madiun
411,56856,11,Malang,Malang
412,56874,11,Mojoagung,Mojoagung
413,56875,11,Mojokerto,Mojokerto
414,56878,11,Muncar,Muncar
415,56885,11,Nganjuk,Nganjuk
416,56888,11,Ngoro,Ngoro
417,56889,11,Ngunut,Ngunut
418,56891,11,Paciran,Paciran
419,56896,11,Pakisaji,Pakisaji
420,56903,11,Pamekasan,Pamekasan
421,56906,11,Panarukan,Panarukan
422,56907,11,Pandaan,Pandaan
423,56913,11,Panji,Panji
424,56915,11,Pare,Pare
425,56921,11,Pasuruan,Pasuruan
426,56936,11,Ponorogo,Ponorogo
427,56941,11,Prigen,Prigen
428,56942,11,Probolinggo,Probolinggo
429,56960,11,Sampang,Sampang
430,56975,11,Sidoarjo,Sidoarjo
431,56983,11,Singojuruh,Singojuruh
432,56984,11,Singosari,Singosari
433,56986,11,Situbondo,Situbondo
434,56992,11,Soko,Soko
435,56999,11,Srono,Srono
436,57004,11,Sumberpucung,Sumberpucung
437,57007,11,Sumenep,Sumenep
438,57011,11,Surabaya,Surabaya
439,57015,11,Tanggul,Tanggul
440,57016,11,Tanggulangin,Tanggulangin
441,57039,11,Trenggalek,Trenggalek
442,57042,11,Tuban,Tuban
443,57044,11,Tulangan Utara,Tulangan Utara
444,57045,11,Tulungagung,Tulungagung
445,57058,11,Wongsorejo,Wongsorejo
446,150090,12,Bengkayang,Bengkayang
447,150091,12,Kapuas Hulu,Kapuas Hulu
448,150092,12,Kayong Utara,Kayong Utara
449,150093,12,Ketapang,Ketapang
450,150094,12,Kubu Raya,Kubu Raya
451,150095,12,Landak,Landak
452,150096,12,Manismata,Manismata
453,150097,12,Melawi,Melawi
454,150098,12,Mempawah,Mempawah
455,150099,12,Pemangkat,Pemangkat
456,150100,12,Pontianak,Pontianak
457,150101,12,Sambas,Sambas
458,150102,12,Sanggau,Sanggau
459,150103,12,Sekadau,Sekadau
460,150104,12,Singkawang,Singkawang
461,150105,12,Sintang,Sintang
462,56181,13,Amuntai,Amuntai
463,56203,13,Banjarmasin,Banjarmasin
464,56207,13,Barabai,Barabai
465,56323,13,Kabupaten Balangan,Kabupaten Balangan
466,56335,13,Kabupaten Banjar,Kabupaten Banjar
467,56341,13,Kabupaten Barito Kuala,Kabupaten Barito Kuala
468,56420,13,Kabupaten Hulu Sungai Selatan,Kabupaten Hulu Sungai Selatan
469,56421,13,Kabupaten Hulu Sungai Tengah,Kabupaten Hulu Sungai Tengah
470,56422,13,Kabupaten Hulu Sungai Utara,Kabupaten Hulu Sungai Utara
471,56468,13,Kabupaten Kota Baru,Kabupaten Kota Baru
472,56657,13,Kabupaten Tabalong,Kabupaten Tabalong
473,56663,13,Kabupaten Tanah Bumbu,Kabupaten Tanah Bumbu
474,56665,13,Kabupaten Tanah Laut,Kabupaten Tanah Laut
475,56673,13,Kabupaten Tapin,Kabupaten Tapin
476,56733,13,Kota Banjar Baru,Kota Banjar Baru
477,56734,13,Kota Banjarmasin,Kota Banjarmasin
478,56864,13,Martapura,Martapura
479,56342,14,Kabupaten Barito Selatan,Kabupaten Barito Selatan
480,56343,14,Kabupaten Barito Timur,Kabupaten Barito Timur
481,56344,14,Kabupaten Barito Utara,Kabupaten Barito Utara
482,56415,14,Kabupaten Gunung Mas,Kabupaten Gunung Mas
483,56437,14,Kabupaten Kapuas,Kabupaten Kapuas
484,56443,14,Kabupaten Katingan,Kabupaten Katingan
485,56469,14,Kabupaten Kotawaringin Barat,Kabupaten Kotawaringin Barat
486,56470,14,Kabupaten Kotawaringin Timur,Kabupaten Kotawaringin Timur
487,56482,14,Kabupaten Lamandau,Kabupaten Lamandau
488,56547,14,Kabupaten Murung Raya,Kabupaten Murung Raya
489,56601,14,Kabupaten Pulang Pisau,Kabupaten Pulang Pisau
490,56625,14,Kabupaten Seruyan,Kabupaten Seruyan
491,56646,14,Kabupaten Sukamara,Kabupaten Sukamara
492,56777,14,Kota Palangka Raya,Kota Palangka Raya
493,56823,14,Kualakapuas,Kualakapuas
494,56897,14,Palangkaraya,Palangkaraya
495,56911,14,Pangkalanbuun,Pangkalanbuun
496,56961,14,Sampit,Sampit
497,56190,15,Balikpapan,Balikpapan
498,56229,15,Bontang,Bontang
499,56254,15,City of Balikpapan,City of Balikpapan
500,56358,15,Kabupaten Berau,Kabupaten Berau
501,56476,15,Kabupaten Kutai Barat,Kabupaten Kutai Barat
502,56477,15,Kabupaten Kutai Kartanegara,Kabupaten Kutai Kartanegara
503,56478,15,Kabupaten Kutai Timur,Kabupaten Kutai Timur
504,56507,15,Kabupaten Mahakam Hulu,Kabupaten Mahakam Hulu
505,56581,15,Kabupaten Paser,Kabupaten Paser
506,56588,15,Kabupaten Penajam Paser Utara,Kabupaten Penajam Paser Utara
507,56728,15,Kota Balikpapan,Kota Balikpapan
508,56745,15,Kota Bontang,Kota Bontang
509,56793,15,Kota Samarinda,Kota Samarinda
510,56845,15,Loa Janan,Loa Janan
511,56959,15,Samarinda,Samarinda
512,56381,16,Kabupaten Bulungan,Kabupaten Bulungan
513,56512,16,Kabupaten Malinau,Kabupaten Malinau
514,56562,16,Kabupaten Nunukan,Kabupaten Nunukan
515,56661,16,Kabupaten Tana Tidung,Kabupaten Tana Tidung
516,57019,16,Tanjung Selor,Tanjung Selor
517,57023,16,Tarakan,Tarakan
518,56329,4,Kabupaten Bangka,Kabupaten Bangka
519,56330,4,Kabupaten Bangka Barat,Kabupaten Bangka Barat
520,56331,4,Kabupaten Bangka Selatan,Kabupaten Bangka Selatan
521,56332,4,Kabupaten Bangka Tengah,Kabupaten Bangka Tengah
522,56350,4,Kabupaten Belitung,Kabupaten Belitung
523,56351,4,Kabupaten Belitung Timur,Kabupaten Belitung Timur
524,56781,4,Kota Pangkal Pinang,Kota Pangkal Pinang
525,56859,4,Manggar,Manggar
526,56881,4,Muntok,Muntok
527,56912,4,Pangkalpinang,Pangkalpinang
528,57009,4,Sungailiat,Sungailiat
529,57017,4,Tanjung Pandan,Tanjung Pandan
530,56361,17,Kabupaten Bintan,Kabupaten Bintan
531,56441,17,Kabupaten Karimun,Kabupaten Karimun
532,56450,17,Kabupaten Kepulauan Anambas,Kabupaten Kepulauan Anambas
533,56495,17,Kabupaten Lingga,Kabupaten Lingga
534,56554,17,Kabupaten Natuna,Kabupaten Natuna
535,56716,17,Kijang,Kijang
536,56735,17,Kota Batam,Kota Batam
537,56808,17,Kota Tanjung Pinang,Kota Tanjung Pinang
538,57018,17,Tanjung Pinang,Tanjung Pinang
539,56195,18,Bandar Lampung,Bandar Lampung
540,56484,18,Kabupaten Lampung Barat,Kabupaten Lampung Barat
541,56485,18,Kabupaten Lampung Selatan,Kabupaten Lampung Selatan
542,56486,18,Kabupaten Lampung Tengah,Kabupaten Lampung Tengah
543,56487,18,Kabupaten Lampung Timur,Kabupaten Lampung Timur
544,56488,18,Kabupaten Lampung Utara,Kabupaten Lampung Utara
545,56534,18,Kabupaten Mesuji,Kabupaten Mesuji
546,56590,18,Kabupaten Pesawaran,Kabupaten Pesawaran
547,56591,18,Kabupaten Pesisir Barat,Kabupaten Pesisir Barat
548,56599,18,Kabupaten Pringsewu,Kabupaten Pringsewu
549,56667,18,Kabupaten Tanggamus,Kabupaten Tanggamus
550,56687,18,Kabupaten Tulangbawang,Kabupaten Tulangbawang
551,56691,18,Kabupaten Way Kanan,Kabupaten Way Kanan
552,56730,18,Kota Bandar Lampung,Kota Bandar Lampung
553,56771,18,Kota Metro,Kota Metro
554,56817,18,Kotabumi,Kotabumi
555,56871,18,Metro,Metro
556,57031,18,Terbanggi Besar,Terbanggi Besar
557,56175,19,Amahai,Amahai
558,56178,19,Ambon,Ambon
559,56384,19,Kabupaten Buru,Kabupaten Buru
560,56385,19,Kabupaten Buru Selatan,Kabupaten Buru Selatan
561,56451,19,Kabupaten Kepulauan Aru,Kabupaten Kepulauan Aru
562,56513,19,Kabupaten Maluku Barat Daya,Kabupaten Maluku Barat Daya
563,56514,19,Kabupaten Maluku Tengah,Kabupaten Maluku Tengah
564,56515,19,Kabupaten Maluku Tenggara,Kabupaten Maluku Tenggara
565,56516,19,Kabupaten Maluku Tenggara Barat,Kabupaten Maluku Tenggara Barat
566,56621,19,Kabupaten Seram Bagian Barat,Kabupaten Seram Bagian Barat
567,56622,19,Kabupaten Seram Bagian Timur,Kabupaten Seram Bagian Timur
568,56727,19,Kota Ambon,Kota Ambon
569,56815,19,Kota Tual,Kota Tual
570,57041,19,Tual,Tual
571,56271,20,East Halmahera Regency,East Halmahera Regency
572,56416,20,Kabupaten Halmahera Barat,Kabupaten Halmahera Barat
573,56417,20,Kabupaten Halmahera Selatan,Kabupaten Halmahera Selatan
574,56418,20,Kabupaten Halmahera Tengah,Kabupaten Halmahera Tengah
575,56419,20,Kabupaten Halmahera Utara,Kabupaten Halmahera Utara
576,56455,20,Kabupaten Kepulauan Sula,Kabupaten Kepulauan Sula
577,56602,20,Kabupaten Pulau Morotai,Kabupaten Pulau Morotai
578,56603,20,Kabupaten Pulau Taliabu,Kabupaten Pulau Taliabu
579,56812,20,Kota Ternate,Kota Ternate
580,56813,20,Kota Tidore Kepulauan,Kota Tidore Kepulauan
581,56990,20,Sofifi,Sofifi
582,57032,20,Ternate,Ternate
583,57033,20,Tobelo,Tobelo
584,56221,21,Bima,Bima
585,56267,21,Dompu,Dompu
586,56281,21,Gili Air,Gili Air
587,56360,21,Kabupaten Bima,Kabupaten Bima
588,56400,21,Kabupaten Dompu,Kabupaten Dompu
589,56496,21,Kabupaten Lombok Barat,Kabupaten Lombok Barat
590,56497,21,Kabupaten Lombok Tengah,Kabupaten Lombok Tengah
591,56498,21,Kabupaten Lombok Timur,Kabupaten Lombok Timur
592,56499,21,Kabupaten Lombok Utara,Kabupaten Lombok Utara
593,56652,21,Kabupaten Sumbawa,Kabupaten Sumbawa
594,56653,21,Kabupaten Sumbawa Barat,Kabupaten Sumbawa Barat
595,56740,21,Kota Bima,Kota Bima
596,56769,21,Kota Mataram,Kota Mataram
597,56831,21,Labuan Lombok,Labuan Lombok
598,56843,21,Lembar,Lembar
599,56865,21,Mataram,Mataram
600,56931,21,Pemenang,Pemenang
601,56938,21,Pototano,Pototano
602,56940,21,Praya,Praya
603,56966,21,Senggigi,Senggigi
604,57002,21,Sumbawa Besar,Sumbawa Besar
605,56184,22,Atambua,Atambua
606,56272,22,Ende,Ende
607,56319,22,Kabupaten Alor,Kabupaten Alor
608,56352,22,Kabupaten Belu,Kabupaten Belu
609,56403,22,Kabupaten Ende,Kabupaten Ende
610,56406,22,Kabupaten Flores Timur,Kabupaten Flores Timur
611,56475,22,Kabupaten Kupang,Kabupaten Kupang
612,56493,22,Kabupaten Lembata,Kabupaten Lembata
613,56510,22,Kabupaten Malaka,Kabupaten Malaka
614,56524,22,Kabupaten Manggarai,Kabupaten Manggarai
615,56525,22,Kabupaten Manggarai Barat,Kabupaten Manggarai Barat
616,56526,22,Kabupaten Manggarai Timur,Kabupaten Manggarai Timur
617,56553,22,Kabupaten Nagekeo,Kabupaten Nagekeo
618,56556,22,Kabupaten Ngada,Kabupaten Ngada
619,56613,22,Kabupaten Rote Ndao,Kabupaten Rote Ndao
620,56614,22,Kabupaten Sabu Raijua,Kabupaten Sabu Raijua
621,56632,22,Kabupaten Sikka,Kabupaten Sikka
622,56648,22,Kabupaten Sumba Barat,Kabupaten Sumba Barat
623,56649,22,Kabupaten Sumba Barat Daya,Kabupaten Sumba Barat Daya
624,56650,22,Kabupaten Sumba Tengah,Kabupaten Sumba Tengah
625,56651,22,Kabupaten Sumba Timur,Kabupaten Sumba Timur
626,56680,22,Kabupaten Timor Tengah Selatan,Kabupaten Timor Tengah Selatan
627,56681,22,Kabupaten Timor Tengah Utara,Kabupaten Timor Tengah Utara
628,56710,22,Kefamenanu,Kefamenanu
629,56721,22,Komodo,Komodo
630,56760,22,Kota Kupang,Kota Kupang
631,56826,22,Kupang,Kupang
632,56830,22,Labuan Bajo,Labuan Bajo
633,56866,22,Maumere,Maumere
634,56883,22,Naisano Dua,Naisano Dua
635,56956,22,Ruteng,Ruteng
